Sex,Pclass,Age,IsChild,IsElderly,Fare,HighFareFlag,FareAgeRatio,Embarked_C,Embarked_S,Embarked_Q,Survived
1,3,-0.5108068561300801,0,0,-0.8200960270076277,0,-0.37572764379127993,0,1,0,0
0,1,0.6734717741424385,0,0,3.3155567858597546,1,0.2933756769691684,1,0,0,1
0,3,-0.21473719856195045,0,0,-0.7765004970461,0,-0.3853264645535559,0,1,0,1
0,1,0.4514195309663413,0,0,2.1411707118605783,1,0.13731953123730345,0,1,0,1
1,3,0.4514195309663413,0,0,-0.7684272507569283,0,-0.4162510512950997,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.7420567990779777,0,-0.38614616736978435,0,0,1,0
1,1,1.8577504044149573,0,0,2.0612455735977773,1,-0.0980387293494225,0,1,0,0
1,3,-1.9911551439707285,1,0,0.07280501257477019,1,2.5924450004931106,0,1,0,0
0,3,-0.14071978416991804,0,0,-0.5692893284897017,0,-0.3392765658888174,0,1,0,1
0,2,-1.1029461712663395,0,0,0.6538074843198215,1,0.37164909224166126,1,0,0,1
0,3,-1.8431203151866637,1,0,-0.20975860754624182,1,0.9623301618971378,0,1,0,1
0,1,2.153820061983087,0,0,0.4264132000404939,1,-0.316104541913544,0,1,0,1
1,3,-0.658841684914145,0,0,-0.7684272507569283,0,-0.34559553854124136,0,1,0,0
1,3,0.747489188534471,0,0,0.7315819097711868,1,-0.1692946743262879,0,1,0,0
0,3,-1.1029461712663395,0,0,-0.7810731837442871,0,-0.28354058343724053,0,1,0,0
0,2,1.9317678188069898,0,0,-0.2549687867656037,1,-0.3887787836032268,0,1,0,1
1,3,-1.9911551439707285,1,0,0.5927220735974323,1,3.7794576147579315,0,0,1,0
1,2,-0.06670236977788561,0,0,-0.4487266977057262,0,-0.3168672401021913,0,1,0,1
0,3,0.15534987339821163,0,0,-0.12579684613885533,1,-0.26633848510430463,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.821710676265462,0,-0.40495888089095977,1,0,0,1
1,2,0.4514195309663413,0,0,0.39089091636813805,1,-0.1956829723504463,0,1,0,0
1,2,0.3774021165743089,0,0,-0.4487266977057262,0,-0.35086178793904443,0,1,0,1
0,3,-1.028928756874307,0,0,-0.7697706389394465,0,-0.2931789784100877,0,0,1,1
1,1,-0.06670236977788561,0,0,1.0044576343451928,1,0.02634694478911448,0,1,0,1
0,3,-1.547050657618534,1,0,0.07280501257477019,1,0.5207024873973696,0,1,0,0
0,3,0.6734717741424385,0,0,0.7388478314314414,1,-0.15915005505363525,0,1,0,1
1,3,-0.06670236977788561,0,0,-0.821710676265462,0,-0.40495888089095977,1,0,0,0
0,3,-0.06670236977788561,0,0,-0.7794585344864526,0,-0.39497973779069795,0,0,1,1
1,3,-0.06670236977788561,0,0,-0.7783864073792506,0,-0.394726521992067,0,1,0,0
1,1,0.8215066029265035,0,0,0.5020304540833923,1,-0.21607827427840112,1,0,0,0
0,3,-0.06670236977788561,0,0,-0.7878030418509406,0,-0.3969505499101627,0,0,1,1
1,2,2.7459593771193465,0,1,-0.6101916234891617,0,-0.4458429188689738,0,1,0,0
1,1,0.9695414317105683,0,0,2.0701261445158665,1,0.019784192933311746,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.821439415190146,0,-0.40489481424311347,1,0,0,1
1,3,-0.5848242705221126,0,0,-0.7684272507569283,0,-0.35330341265984405,0,1,0,0
0,3,-0.8068765136982098,0,0,-0.12579684613885533,1,-0.09608618549374898,0,1,0,0
0,3,-1.1029461712663395,0,0,-0.562288209307732,0,-0.18363983236091558,1,0,0,1
0,3,0.8215066029265035,0,0,-0.6763922430603702,0,-0.4129393082794894,0,1,0,0
0,2,-0.14071978416991804,0,0,0.06796106480126718,1,-0.1833950570889057,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.7783864073792506,0,-0.394726521992067,1,0,0,0
0,2,-1.9171377295786962,1,0,1.3970886650742569,1,4.0831264070333315,1,0,0,1
0,3,-0.7328590993061774,0,0,-0.7794585344864526,0,-0.3408946736787864,0,0,1,1
1,3,-0.06670236977788561,0,0,-0.7684272507569283,0,-0.3923743607782786,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.28726177192229074,1,-0.278732330669824,0,0,1,0
1,3,-0.06670236977788561,0,0,0.11182785583811101,1,-0.18447503772403034,1,0,0,0
0,3,-0.8068765136982098,0,0,-0.13871404020153014,1,-0.10074265864549063,0,1,0,0
1,3,-1.6210680720105664,1,0,1.274911385032447,1,1.6793760970902614,0,1,0,0
1,3,-0.5848242705221126,0,0,-0.7845737433352719,0,-0.3583302870850198,0,1,0,0
0,2,0.007315044614146799,0,0,0.39089091636813805,1,-0.13178581299043526,0,1,0,1
1,1,2.6719419627273138,0,1,2.71464245946709,1,-0.09975322865336907,1,0,0,0
1,1,-0.06670236977788561,0,0,1.0044576343451928,1,0.02634694478911448,0,1,0,1
0,2,-0.5848242705221126,0,0,-0.6101916234891617,0,-0.3040400432931223,0,1,0,1
1,3,-0.02969366258186941,0,0,-0.821439415190146,0,-0.40676386432628947,1,0,0,0
0,2,-1.7691029007946313,1,0,0.5039163644165429,1,1.5307691218960051,0,1,0,1
1,3,-1.3249984144424367,1,0,1.7407376959176581,1,1.2137409081482582,0,1,0,0
1,3,-0.5108068561300801,0,0,-0.821439415190146,0,-0.37612769557162096,1,0,0,0
1,3,-1.8431203151866637,1,0,0.5136042599635489,1,1.9532276485877704,0,1,0,0
1,1,-0.06670236977788561,0,0,0.5020304540833923,1,-0.09231669019339417,1,0,0,0
1,3,-0.06670236977788561,0,0,-0.3036795255759505,1,-0.2826098882609071,1,0,0,1
0,2,0.007315044614146799,0,0,-0.6101916234891617,0,-0.36034103685509006,0,1,0,1
1,3,-0.7328590993061774,0,0,-0.7614325901719899,0,-0.3347214708096936,0,1,0,0
0,3,-0.8808939280902423,0,0,-0.7765004970461,0,-0.3204053122550832,0,1,0,1
1,3,-0.21473719856195045,0,0,-0.7288683439399867,0,-0.37324334787970764,0,1,0,0
1,2,0.22936728779024407,0,0,-0.6101916234891617,0,-0.374416285245582,0,1,0,0
0,3,-0.9549113424822746,0,0,1.7407376959176581,1,0.7052380618839171,0,1,0,0
1,2,-0.5848242705221126,0,0,3.4587245062534113,1,0.9627323118511519,0,1,0,0
1,3,-0.21473719856195045,0,0,-0.35480577967601745,1,-0.2783527894526882,1,0,0,0
1,3,0.22936728779024407,0,0,2.3604917498507345,1,0.2421573432490742,0,1,0,1
1,3,-0.28875461295398286,0,0,-0.794261638882278,0,-0.38501138980325994,0,1,0,0
1,2,-2.077755518809407,1,0,0.5846488273082605,1,6.4949861669415005,0,1,0,1
0,3,0.08133245900617922,0,0,-0.48263433212024764,0,-0.3371525516034732,0,1,0,1
1,3,-0.5108068561300801,0,0,-0.7070705789592229,0,-0.3420694411183645,0,1,0,0
1,3,0.007315044614146799,0,0,-0.6747775938025358,0,-0.37508653516893875,0,1,0,1
0,3,-0.06670236977788561,0,0,-0.785381067964189,0,-0.39637852626867714,0,0,1,1
1,1,-0.06670236977788561,0,0,1.7536548899803333,1,0.20329292455529888,0,1,0,0
0,2,-0.8808939280902423,0,0,-0.6101916234891617,0,-0.25712254865814915,0,1,0,1
0,3,0.3033847021822765,0,0,-0.26465668231260986,1,-0.30894863832005853,0,1,0,1
1,3,-0.9549113424822746,0,0,0.9317984177426467,1,0.3793191800351731,0,1,0,0
1,3,-0.3627720273460153,0,0,-0.7684272507569283,0,-0.3727272554387229,0,1,0,0
1,3,0.007315044614146799,0,0,-0.7684272507569283,0,-0.39646750772401934,0,1,0,0
1,3,-0.658841684914145,0,0,-0.7810731837442871,0,-0.34972006506960074,0,1,0,0
1,1,1.265611089278698,0,0,2.6627024221410744,1,0.06061156660462243,0,1,0,0
1,3,-0.21473719856195045,0,0,0.04051202741808311,1,-0.17807029380890482,0,1,0,0
1,3,2.2278374763751194,0,0,-0.8200960270076277,0,-0.4617163377627998,0,1,0,0
1,1,3.1160464490795086,0,1,0.949830820654141,1,-0.3022548326222615,1,0,0,0
1,1,-0.43678944173804773,0,0,2.8037129711262643,1,0.6526433631223983,1,0,0,1
0,2,0.3774021165743089,0,0,0.1971330054280155,1,-0.22447180239176992,0,1,0,1
1,2,0.3774021165743089,0,0,0.39089091636813805,1,-0.18655480672758756,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.7783864073792506,0,-0.394726521992067,0,1,0,0
1,3,0.3033847021822765,0,0,-0.7294044074935877,0,-0.40257127664369896,0,1,0,0
1,3,0.5994543597504062,0,0,-0.7765004970461,0,-0.4229123948316191,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.7783864073792506,0,-0.394726521992067,0,1,0,0
0,3,-0.5848242705221126,0,0,-0.794261638882278,0,-0.3613464117401252,0,1,0,1
1,3,-0.06670236977788561,0,0,-0.7861883925931062,0,-0.39656920081583896,0,1,0,1
1,3,0.6734717741424385,0,0,-0.7783864073792506,0,-0.42560914946858863,0,1,0,0
0,3,-0.06670236977788561,0,0,0.27140687128839575,1,-0.1467855440338331,0,0,1,1
1,1,1.3396285036707303,0,0,2.0701261445158665,1,-0.03594007395041879,0,1,0,0
0,3,-1.0659374640703232,0,0,-0.35480577967601745,1,-0.10265061096721398,1,0,0,0
1,3,-0.5108068561300801,0,0,-0.7684272507569283,0,-0.36034103685509,0,1,0,0
0,3,-0.658841684914145,0,0,-0.6537871534506893,0,-0.3082051678168393,0,1,0,0
0,3,-0.8808939280902423,0,0,-0.3545409771977327,1,-0.15984403869863706,1,0,0,0
1,3,-0.5848242705221126,0,0,-0.7765004970461,0,-0.3558168498724319,0,1,0,0
1,3,3.079037741883492,0,1,-0.7878030418509406,0,-0.4672201207872871,0,0,1,0
1,2,0.007315044614146799,0,0,0.06796106480126718,1,-0.20551330455967876,0,1,0,0
0,3,-1.9911551439707285,1,0,0.7315819097711868,1,4.096485828505678,0,1,0,0
1,2,-0.5848242705221126,0,0,3.4587245062534113,1,0.9627323118511519,0,1,0,0
1,2,0.26637599498626024,0,0,0.6538074843198215,1,-0.11808614464654794,1,0,0,0
0,2,0.26637599498626024,0,0,-0.4487266977057262,0,-0.3435047589295762,0,1,0,1
1,3,-1.2509810000504042,0,0,-0.562288209307732,0,-0.13263538054713317,1,0,0,1
1,3,-0.06670236977788561,0,0,-0.7878030418509406,0,-0.3969505499101627,0,0,1,0
1,3,-0.3627720273460153,0,0,-0.8270906875925661,0,-0.38879925878088545,0,1,0,1
0,3,-0.06670236977788561,0,0,0.1556881882779233,1,-0.1741160709258221,1,0,0,1
1,3,1.1915936748866656,0,0,-0.8378571688438056,0,-0.44809277953804827,0,1,0,0
1,3,0.3033847021822765,0,0,-0.7783864073792506,0,-0.41243861716242497,1,0,0,0
1,3,-0.658841684914145,0,0,-0.8330132210703025,0,-0.3666605361324538,0,1,0,0
0,3,1.3396285036707303,0,0,-0.35184774223566495,1,-0.3815376906812476,0,1,0,0
1,2,-0.28875461295398286,0,0,-0.4487266977057262,0,-0.2939862944427709,0,1,0,0
1,2,-0.43678944173804773,0,0,-0.31659671963862535,1,-0.23784649598737048,1,0,0,0
0,1,-0.7328590993061774,0,0,0.40918812175791697,1,0.06617176459806778,0,1,0,1
1,1,0.5994543597504062,0,0,2.1411707118605783,1,0.10297804174320843,0,1,0,0
1,3,-0.9549113424822746,0,0,-0.6930747991923147,0,-0.2753367086047674,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.3036795255759505,1,-0.2826098882609071,1,0,0,0
0,3,-0.5108068561300801,0,0,-0.7878030418509406,0,-0.3661110144561613,0,1,0,1
0,3,-0.3627720273460153,0,0,-0.26465668231260986,1,-0.23470939122109916,0,1,0,1
1,3,-0.7328590993061774,0,0,-0.8523890121643147,0,-0.36587059872278327,0,0,1,0
1,2,-0.8068765136982098,0,0,-0.5456056531757875,0,-0.24742156292535397,0,1,0,0
1,2,-0.7328590993061774,0,0,1.0851900972369104,1,0.2976768254004079,0,1,0,0
1,3,-0.14071978416991804,0,0,-0.7848450044105881,0,-0.392004887984321,0,1,0,1
0,3,-1.4730332432265016,1,0,0.9317984177426467,1,1.0054607444651453,0,1,0,0
1,2,0.5624456525543899,0,0,0.39089091636813805,1,-0.20846240422244847,0,1,0,0
1,2,0.9695414317105683,0,0,-0.4487266977057262,0,-0.38143052862954807,0,1,0,0
1,2,1.6356981612388601,0,0,-0.4794050336045789,0,-0.4086183654691812,0,1,0,0
0,1,-0.5108068561300801,0,0,3.013081311091129,1,0.7657662582873113,0,1,0,1
1,3,1.968776526003006,0,0,-0.7684272507569283,0,-0.4521415506939622,0,1,0,0
1,3,0.8585153101225196,0,0,-0.35184774223566495,1,-0.36060752176437644,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.8160594038630418,0,-0.40362415906082694,0,1,0,0
1,1,1.6356981612388601,0,0,2.6758908772790653,1,0.006985205910295794,1,0,0,0
0,3,-0.9549113424822746,0,0,-0.788881627555174,0,-0.3139369536614082,0,0,1,1
1,3,0.08133245900617922,0,0,-0.7684272507569283,0,-0.4002965806732607,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.7288683439399867,0,-0.3830313079673486,0,1,0,0
1,3,-0.06670236977788561,0,0,3.2036099235155833,1,0.5457444112579574,0,1,0,0
1,3,1.117576260494633,0,0,-0.24851018973426617,1,-0.35690042058185867,0,1,0,0
0,2,0.8215066029265035,0,0,-0.27111527934394725,1,-0.34523589224090356,0,1,0,1
1,3,-0.21473719856195045,0,0,-0.7861883925931062,0,-0.387784047605864,0,1,0,0
1,3,-0.8808939280902423,0,0,-0.7288683439399867,0,-0.3022806372443108,0,1,0,0
1,3,-2.065172558362761,1,0,1.274911385032447,1,8.263010695812548,0,1,0,0
1,3,-1.4730332432265016,1,0,0.03728272890241435,1,0.39278528952473196,0,1,0,1
0,1,-0.06670236977788561,0,0,2.263884055455989,1,0.3237992383615796,0,1,0,1
0,3,1.1915936748866656,0,0,0.5136042599635489,1,-0.24686481070068925,0,1,0,0
1,1,-0.06670236977788561,0,0,0.386046968594635,1,-0.1197097583368523,0,1,0,0
1,3,-0.06670236977788561,0,0,2.3604917498507345,1,0.3466161173731536,0,1,0,0
1,1,2.3758723051591844,0,1,0.8752856937184443,1,-0.2761489980953733,0,1,0,0
1,3,-1.8431203151866637,1,0,0.5927220735974323,1,2.061607061194558,0,0,1,0
0,3,-2.065172558362761,1,0,-0.5692893284897017,0,1.9473220765130737,0,1,0,1
1,1,2.0057852331990222,0,0,0.6941737157656803,1,-0.27694515486511356,1,0,0,0
1,3,-0.8068765136982098,0,0,-0.7810731837442871,0,-0.3323044120084533,0,1,0,0
1,3,-0.06670236977788561,0,0,0.35644721840001553,1,-0.12670064993399388,0,1,0,0
0,1,1.5616807468468277,0,0,0.5660803608431654,1,-0.26612163954086565,1,0,0,0
1,2,0.08133245900617922,0,0,-0.4487266977057262,0,-0.32966088713756614,0,1,0,0
1,3,0.5254369453583737,0,0,-1.2883443117795905,0,-0.5151687691505014,0,1,0,0
0,3,-0.06670236977788561,0,0,3.2036099235155833,1,0.5457444112579574,0,1,0,0
1,2,-0.06670236977788561,0,0,-0.3163254585633091,1,-0.2855966143676501,1,0,0,0
1,3,-1.4730332432265016,1,0,0.7388478314314414,1,0.8733042158272764,0,1,0,0
1,2,-2.065172558362761,1,0,1.2305085304420023,1,8.110947744450984,0,1,0,1
0,3,-1.8431203151866637,1,0,0.1341616843724756,1,1.4334488330246034,0,1,0,1
1,1,-0.06670236977788561,0,0,1.940954203889118,1,0.2475294194968449,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.28726177192229074,1,-0.278732330669824,0,0,1,1
1,1,1.1915936748866656,0,0,0.4264132000404939,1,-0.25984726030309946,0,1,0,1
1,3,0.8215066029265035,0,0,-0.28726177192229074,1,-0.34793323949343685,0,0,1,0
1,3,0.5254369453583737,0,0,-0.7783864073792506,0,-0.420768088945242,0,1,0,0
0,2,0.22936728779024407,0,0,-0.4487266977057262,0,-0.34090378907774405,0,1,0,1
1,2,-0.7328590993061774,0,0,-0.4487266977057262,0,-0.22763155203045177,0,1,0,0
0,3,-0.7328590993061774,0,0,-0.7810731837442871,0,-0.3414476298655557,0,1,0,1
1,2,-1.9171377295786962,1,0,0.39089091636813805,1,2.3602034020499945,0,1,0,1
0,1,1.117576260494633,0,0,0.5020304540833923,1,-0.24266409604481007,1,0,0,1
1,3,0.9695414317105683,0,0,-0.7455509000719313,0,-0.428710082920794,0,1,0,0
0,2,-0.3627720273460153,0,0,-0.4487266977057262,0,-0.2851389954544617,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.6747775938025358,0,-0.3702561133075056,0,1,0,0
1,3,0.3774021165743089,0,0,-0.8688067658179746,0,-0.4330683623387028,0,1,0,0
1,3,1.2286023820826817,0,0,-0.821710676265462,0,-0.44643572055852926,1,0,0,0
1,3,-0.8068765136982098,0,0,-0.7684272507569283,0,-0.32774572479289815,0,1,0,1
0,3,-1.9911551439707285,1,0,-0.6126135973759131,0,1.0275789919359184,0,1,0,0
1,3,0.22936728779024407,0,0,-0.26465668231260986,1,-0.3026995434464088,0,1,0,0
1,3,-0.21473719856195045,0,0,-0.07493539451707308,1,-0.2073564918489098,1,0,0,1
0,3,-0.9549113424822746,0,0,-0.7878030418509406,0,-0.31350239515227657,0,0,1,1
1,1,0.8215066029265035,0,0,0.7138207679350089,1,-0.1806977098363724,1,0,0,1
1,3,-0.3627720273460153,0,0,-0.8330132210703025,0,-0.39042185341534136,0,1,0,0
0,2,0.4514195309663413,0,0,0.06796106480126718,1,-0.25712254865814915,0,1,0,1
1,3,-0.5108068561300801,0,0,-0.8200960270076277,0,-0.37572764379127993,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.7878030418509406,0,-0.3969505499101627,0,0,1,0
0,3,-0.14071978416991804,0,0,-0.7765004970461,0,-0.3899636897177325,0,1,0,1
1,2,0.9695414317105683,0,0,0.4554768866815122,1,-0.23740473114544453,0,1,0,0
1,2,0.08133245900617922,0,0,-0.6101916234891617,0,-0.3653354798323614,0,1,0,0
1,3,-0.9549113424822746,0,0,-0.7684272507569283,0,-0.30569595486847423,0,1,0,1
1,2,-0.14071978416991804,0,0,-0.4487266977057262,0,-0.30978504263618023,0,1,0,0
1,3,1.6356981612388601,0,0,-0.7684272507569283,0,-0.44668727217368476,0,1,0,0
1,3,-0.5108068561300801,0,0,-0.684465489349542,0,-0.3353378005837814,0,1,0,0
1,2,-0.7328590993061774,0,0,-0.6101916234891617,0,-0.2829271707073844,0,1,0,1
1,3,-0.6218329777181287,0,0,-0.8200960270076277,0,-0.3659991931848227,0,1,0,0
1,2,-0.8068765136982098,0,0,-0.4487266977057262,0,-0.2124980142872913,0,1,0,0
0,3,-0.06670236977788561,0,0,0.35644721840001553,1,-0.12670064993399388,0,1,0,0
1,3,0.007315044614146799,0,0,-0.7861883925931062,0,-0.40052251976032777,0,1,0,0
1,2,2.2278374763751194,0,0,-0.4164337125490391,0,-0.41563665553202267,0,1,0,0
0,3,-1.7691029007946313,1,0,0.7388478314314414,1,1.7989528724791282,0,1,0,1
1,2,-0.3627720273460153,0,0,-0.6101916234891617,0,-0.32937549039600783,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.8007202359136154,0,-0.400001342664752,0,1,0,0
1,2,1.117576260494633,0,0,0.39089091636813805,1,-0.2595801317104573,0,1,0,0
0,2,-1.547050657618534,1,0,0.4070374089464816,1,0.7750623333112594,0,1,0,1
1,2,-0.7328590993061774,0,0,-0.6101916234891617,0,-0.2829271707073844,0,1,0,0
1,2,0.3033847021822765,0,0,-0.4955515261829225,0,-0.35546201167771363,0,1,0,0
0,3,-0.06670236977788561,0,0,-0.35480577967601745,1,-0.2946849259835719,1,0,0,0
1,2,0.007315044614146799,0,0,-0.6101916234891617,0,-0.36034103685509006,0,1,0,0
1,3,-0.5108068561300801,0,0,-0.8281692732967995,0,-0.3781318011250597,0,1,0,0
1,3,0.08133245900617922,0,0,-0.821710676265462,0,-0.4120691962625431,1,0,0,0
0,3,-0.28875461295398286,0,0,-0.7861883925931062,0,-0.38288463523876254,0,1,0,0
0,2,-0.3627720273460153,0,0,-0.35184774223566495,1,-0.25859709848953405,0,1,0,1
1,1,0.5994543597504062,0,0,2.105919689263539,1,0.09662428412765693,0,1,0,1
1,2,1.8577504044149573,0,0,0.39089091636813805,1,-0.3060507930631926,0,1,0,0
1,3,-0.06670236977788561,0,0,-0.8200960270076277,0,-0.40457753179663614,0,1,0,0
0,3,0.007315044614146799,0,0,-0.6126135973759131,0,-0.3608939930418594,0,1,0,0
1,1,2.4498897195512166,0,1,0.4264132000404939,1,-0.32874354046827137,0,1,0,0
1,3,0.08133245900617922,0,0,-0.24851018973426617,1,-0.28542439219602006,0,1,0,0
0,3,0.8955240173185358,0,0,0.017099613179484927,1,-0.3022806372443108,0,1,0,0
0,3,0.007315044614146799,0,0,-0.3036795255759505,1,-0.29036185095722694,1,0,0,1
0,2,1.5616807468468277,0,0,0.39089091636813805,1,-0.2896493831739919,0,1,0,1
1,3,-1.9171377295786962,1,0,0.7388478314314414,1,2.9560136932939427,0,1,0,1
